# CellID	Layer	Boundary	Stem	Area	Perimeter	CenterX	CenterY	WUS	CK	Neighbors	IsDividing	Volume	Circularity	WallNodeCount	CytNodeCount	CenterDist	CenterAngle	IsLP	ThetaLocal
0	1	1	0	78.7128	32.0407	3.98113	3.31307	60.5932	0	0	0	78.7128	0.963498	137	22	23.5617	1.3977	0	0.876729
1	1	1	0	97.8777	36.3422	-5.96095	2.82965	60.943	0	0	0	97.8777	0.931259	154	30	23.4756	1.82414	0	1.12761
2	1	1	0	102.006	37.1398	14.0801	3.9095	56.3789	0	0	0	102.006	0.929304	130	30	27.6975	1.0343	0	1.29996
3	1	1	0	96.9117	35.8469	-16.4173	1.8801	57.4894	0	0	0	96.9117	0.947729	151	30	27.2255	2.21453	0	1.45678
4	1	1	0	97.8519	36.1799	24.9766	2.66316	51.1662	0	0	0	97.8519	0.939386	131	30	33.7138	0.733069	0	1.46457
5	1	1	0	94.0779	35.4387	-26.6756	0.489782	51.656	0	0	0	94.0779	0.941328	129	30	33.5126	2.48765	0	1.55244
6	1	1	0	102.474	37.776	35.168	-0.117474	45.6286	0	0	0	102.474	0.902389	137	30	40.4155	0.511393	0	1.57414
7	1	1	0	92.0565	35.289	-35.6403	-3.57441	46.9822	0	0	0	92.0565	0.928933	135	30	39.1301	2.71131	0	1.67075
8	1	1	0	59.9765	27.7727	43.669	-3.89334	41.2019	0	0	0	59.9765	0.977139	129	22	46.5812	0.3507	0	1.65972
9	1	1	0	80.6461	32.3062	-44.4148	-7.83734	42.007	0	0	0	80.6461	0.971005	139	30	45.9485	2.87603	0	1.74546
10	2	0	0	60.6172	27.9487	-0.0321282	-5.55646	70.1105	0	0	0	60.6172	0.975174	132	22	14.3402	1.56767	0	0
11	2	0	0	76.2655	31.5655	8.89858	-5.38905	66.516	0	0	0	76.2655	0.961862	142	30	17.0595	1.01675	0	0
12	2	0	0	70.7296	31.0825	-9.82459	-5.83764	67.3187	0	0	0	70.7296	0.91998	139	30	17.1076	2.17704	0	0
13	2	0	0	76.2754	31.5259	19.0346	-5.44589	59.156	0	0	0	76.2754	0.964407	141	30	23.9598	0.647409	0	0
14	2	0	0	61.1366	28.0766	-19.6872	-7.18249	60.4172	0	0	0	61.1366	0.974588	110	22	23.3711	2.56639	0	0
15	2	0	0	76.5777	32.0556	29.6083	-7.60205	51.707	0	0	0	76.5777	0.936493	144	30	32.1305	0.392655	0	0
16	2	0	0	59.0741	27.879	-29.0896	-9.57993	53.4325	0	0	0	59.0741	0.955111	101	22	30.7924	2.79995	0	0
17	2	1	0	60.2289	28.0311	39.3418	-10.3778	45.0594	0	0	0	60.2289	0.963239	137	22	40.5517	0.236943	0	0
18	2	1	0	76.8757	31.9046	-38.4865	-13.8999	46.7684	0	0	0	76.8757	0.949057	142	30	38.8749	2.98672	0	0
19	3	0	0	62.5788	28.2896	4.58228	-14.3135	76.6825	86.7265	0	0	62.5788	0.982614	109	22	7.2718	0.875357	0	0
20	3	0	0	59.1318	27.5197	-3.2672	-13.8624	79.3233	87.7614	0	0	59.1318	0.981167	107	21	6.82557	2.05714	0	0
21	3	0	0	74.6816	31.083	14.4217	-14.3594	67.1226	79.5106	0	0	74.6816	0.971357	133	22	15.52	0.364814	0	0
22	3	0	0	73.7082	31.0082	-12.7267	-14.2683	69.7902	82.296	0	0	73.7082	0.963326	137	30	13.8453	2.72297	0	0
23	3	0	0	82.6153	33.272	23.6533	-15.2927	58.3207	71.1217	0	0	82.6153	0.937804	132	30	24.1727	0.191627	0	0
24	3	0	0	74.539	31.3373	-22.9146	-15.9061	59.8207	73.0758	0	0	74.539	0.953828	141	30	23.1837	2.96861	0	0
25	3	1	0	80.0168	32.2343	33.432	-17.0885	49.7477	61.6177	0	0	80.0168	0.967732	148	30	33.6264	0.0836048	0	0
26	3	1	0	55.7775	27.0575	-31.8964	-18.6198	51.969	64.7345	0	0	55.7775	0.957401	142	22	31.8451	3.10149	0	0
