# CellID	Layer	Boundary	Stem	Area	Perimeter	CenterX	CenterY	WUS	CK	Neighbors	IsDividing	Volume	Circularity	WallNodeCount	CytNodeCount	CenterDist	CenterAngle	IsLP	ThetaLocal
0	1	1	0	70.6214	30.3049	3.46932	0.651565	63.82	0	0	0	70.6214	0.966319	137	20	20.7306	1.39874	0	1.38516
1	1	1	0	81.4391	34.083	-5.10291	0.559103	63.934	0	0	0	81.4391	0.880984	154	27	20.9433	1.81299	0	1.46168
2	1	1	0	70.3599	31.0893	11.9982	0.773716	60.7204	0	0	0	70.3599	0.914771	130	21	23.8337	1.03937	0	1.5064
3	1	1	0	75.7138	32.6364	-13.1122	0.358444	60.8149	0	0	0	75.7138	0.893265	149	26	23.9815	2.14531	0	1.54347
4	1	1	0	63.9294	29.2845	20.6398	0.00901482	56.1229	0	0	0	63.9294	0.936773	131	20	28.6467	0.762247	0	1.57037
5	1	1	0	75.7168	32.2221	-21.0958	0.93734	55.7992	0	0	0	75.7168	0.916421	129	26	29.5056	2.36352	0	1.52639
6	1	1	0	77.1353	33.0543	29.0164	-0.0697984	50.4342	0	0	0	77.1353	0.88717	137	23	35.1399	0.595238	0	1.5732
7	1	1	0	66.2781	30.2573	-28.8387	-0.895589	50.5784	0	0	0	66.2781	0.909744	134	22	34.4008	2.56073	0	1.60184
8	1	1	0	55.7087	26.7748	37.0881	-1.64925	45.5077	0	0	0	55.7087	0.976516	134	19	41.3514	0.45369	0	1.61524
9	1	1	0	59.0693	27.4953	-36.8134	-2.32669	45.7286	0	0	0	59.0693	0.981872	137	21	40.666	2.69819	0	1.63392
10	2	0	0	50.7025	25.5844	-0.464265	-7.65655	73.5708	0	0	0	50.7025	0.973392	132	20	12.1225	1.6025	0	0
11	2	0	0	60.9352	28.3806	7.5664	-7.5093	70.1945	0	0	0	60.9352	0.95068	141	27	14.4521	1.01328	0	0
12	2	0	0	53.0652	26.8158	-8.75501	-8.40981	70.3209	0	0	0	53.0652	0.927335	147	24	14.2961	2.22284	0	0
13	2	0	0	59.841	28.282	16.3995	-7.82373	63.1981	0	0	0	59.841	0.940129	140	28	20.3558	0.627371	0	0
14	2	0	0	50.2172	25.5432	-16.9748	-8.41683	62.3835	0	0	0	50.2172	0.967189	108	20	20.3567	2.54979	0	0
15	2	0	0	55.7545	27.2962	25.5599	-8.16482	55.7396	0	0	0	55.7545	0.940339	141	26	28.1452	0.425127	0	0
16	2	0	0	47.4424	24.8011	-24.551	-8.5304	56.3224	0	0	0	47.4424	0.969251	100	19	26.93	2.71093	0	0
17	2	1	0	50.707	25.6205	33.9059	-8.48327	49.3857	0	0	0	50.707	0.97074	137	18	35.8119	0.320719	0	0
