# CellID	Layer	Boundary	Stem	Area	Perimeter	CenterX	CenterY	WUS	CK	Neighbors	IsDividing	Volume	Circularity	WallNodeCount	CytNodeCount	CenterDist	CenterAngle	IsLP	ThetaLocal
0	1	1	0	79.6437	32.1887	3.99303	1.65877	58.9837	0	0	0	79.6437	0.965952	137	22	23.7547	1.39543	0	1.17709
1	1	1	0	97.9017	36.0315	-6.16288	-0.0338192	60.4333	0	0	0	97.9017	0.947625	155	30	22.5151	1.84107	0	1.5763
2	1	1	0	103.751	37.2372	14.6632	3.16303	54.0191	0	0	0	103.751	0.940257	130	30	28.9692	1.03399	0	1.35834
3	1	1	0	105.028	37.3233	-17.1866	-1.38602	56.8766	0	0	0	105.028	0.947446	155	30	26.5356	2.26787	0	1.65127
4	1	1	0	100.909	36.6288	26.1194	1.73895	48.5812	0	0	0	100.909	0.945133	131	30	35.2281	0.729162	0	1.50432
5	1	1	0	96.8879	35.6918	-28.1954	-2.72239	50.6315	0	0	0	96.8879	0.955749	130	30	33.8795	2.5459	0	1.66705
6	1	1	0	103.143	37.9222	36.7543	-1.36759	43.3364	0	0	0	103.143	0.901285	137	30	42.1511	0.504213	0	1.60799
7	1	1	0	98.2306	36.4525	-37.973	-7.46049	45.5097	0	0	0	98.2306	0.928973	135	30	40.4246	2.78078	0	1.76479
8	1	1	0	58.4654	27.4872	45.0294	-5.58566	39.4328	0	0	0	58.4654	0.972405	129	22	47.9791	0.343219	0	1.69421
9	1	1	0	81.5733	32.5244	-46.6273	-12.2959	40.6665	0	0	0	81.5733	0.969035	139	30	47.4241	2.94129	0	1.82863
10	2	0	0	61.2214	28.023	0.125046	-7.15011	68.2448	0	0	0	61.2214	0.97968	132	22	14.5841	1.55184	0	0
11	2	0	0	77.6921	31.8508	9.58005	-6.22606	63.74	0	0	0	77.6921	0.962376	142	30	18.3063	1.01032	0	0
12	2	0	0	76.1202	32.5396	-10.4914	-8.8199	66.58	0	0	0	76.1202	0.903412	139	30	16.5417	2.24604	0	0
13	2	0	0	78.9759	32.1197	20.1554	-5.93393	56.1947	0	0	0	78.9759	0.961968	141	30	25.728	0.661151	0	0
14	2	0	0	59.4999	27.7864	-21.741	-9.91611	58.6318	0	0	0	59.4999	0.968414	110	22	24.6113	2.64084	0	0
15	2	0	0	76.535	32.0774	30.9636	-8.41833	49.1552	0	0	0	76.535	0.9347	144	30	33.8435	0.404302	0	0
16	2	0	0	60.9432	28.4034	-31.1233	-12.9162	51.602	0	0	0	60.9432	0.949278	101	22	32.2021	2.8643	0	0
17	2	1	0	58.4565	27.7634	40.7451	-11.6974	43.1487	0	0	0	58.4565	0.953013	137	22	42.1094	0.240602	0	0
