# CellID	Layer	Boundary	Stem	Area	Perimeter	CenterX	CenterY	WUS	CK	Neighbors	IsDividing	Volume	Circularity	WallNodeCount	CytNodeCount	CenterDist	CenterAngle	IsLP	ThetaLocal
0	1	1	0	79.7182	32.1981	3.57867	0.885857	59.2012	0	0	0	79.7182	0.96629	137	22	23.1757	1.40822	0	1.32815
1	1	1	0	100.683	36.534	-6.87339	-0.917916	60.7316	0	0	0	100.683	0.947924	155	30	22.1064	1.87876	0	1.70357
2	1	1	0	104.644	37.4119	14.2631	2.35719	54.2721	0	0	0	104.644	0.939516	130	30	28.3001	1.0355	0	1.40702
3	1	1	0	100.496	36.3507	-17.9366	-2.01284	56.8648	0	0	0	100.496	0.955725	155	30	26.7286	2.29777	0	1.68256
4	1	1	0	100.776	36.5196	25.9521	1.39015	48.6696	0	0	0	100.776	0.949546	131	30	35.0551	0.729893	0	1.51728
5	1	1	0	95.6604	35.4584	-28.7529	-3.32857	50.7451	0	0	0	95.6604	0.956102	130	30	34.1302	2.56329	0	1.68605
6	1	1	0	103.095	37.8301	36.812	-1.34342	43.3764	0	0	0	103.095	0.90526	137	30	42.3545	0.509035	0	1.60727
7	1	1	0	96.5322	36.0912	-38.4543	-7.64791	45.5851	0	0	0	96.5322	0.931278	135	30	40.8781	2.78326	0	1.76712
8	1	1	0	57.3992	27.2523	45.3633	-5.17602	39.3509	0	0	0	57.3992	0.971202	126	22	48.539	0.353606	0	1.68441
9	1	1	0	81.2053	32.4419	-47.0543	-12.826	40.7904	0	0	0	81.2053	0.969574	139	30	47.7679	2.94868	0	1.83691
10	2	0	0	63.0118	28.4698	-0.143402	-7.97151	68.6614	0	0	0	63.0118	0.97693	132	22	14.0128	1.56871	0	0
11	2	0	0	78.4128	31.9667	9.44061	-6.90586	63.9811	0	0	0	78.4128	0.964278	142	30	17.8821	1.00322	0	0
12	2	0	0	75.2353	32.4999	-10.7607	-9.59937	66.9217	0	0	0	75.2353	0.895091	139	30	16.2939	2.27814	0	0
13	2	0	0	77.6922	31.9651	20.0261	-6.38358	56.5304	0	0	0	77.6922	0.955507	141	30	25.5219	0.657659	0	0
14	2	0	0	58.8657	27.671	-22.1243	-10.3863	58.6865	0	0	0	58.8657	0.9661	110	22	24.8272	2.65553	0	0
15	2	0	0	77.1753	32.3249	31.1893	-8.58192	49.3757	0	0	0	77.1753	0.928138	144	30	34.1055	0.403855	0	0
16	2	0	0	60.169	28.1517	-31.5775	-13.1866	51.8247	0	0	0	60.169	0.954055	101	22	32.6139	2.86846	0	0
17	2	1	0	58.7491	27.7591	41.2246	-11.326	43.0731	0	0	0	58.7491	0.958075	137	22	42.7472	0.251991	0	0
