# CellID	Layer	Boundary	Stem	Area	Perimeter	CenterX	CenterY	WUS	CK	Neighbors	IsDividing	Volume	Circularity	WallNodeCount	CytNodeCount	CenterDist	CenterAngle	IsLP	ThetaLocal
0	1	1	0	80.6806	32.3741	3.96746	2.91184	60.2617	0	0	0	80.6806	0.96735	137	22	23.3246	1.39146	0	0.93766
1	1	1	0	98.0145	36.2922	-6.12341	2.0591	60.7029	0	0	0	98.0145	0.935135	154	30	22.8796	1.83298	0	1.24642
2	1	1	0	102.508	37.1475	14.4541	3.94676	55.6403	0	0	0	102.508	0.933492	130	30	28.1041	1.02257	0	1.30424
3	1	1	0	104.495	37.3264	-16.814	1.14905	56.8208	0	0	0	104.495	0.942481	152	30	26.929	2.23599	0	1.50257
4	1	1	0	99.919	36.5271	25.6812	2.48879	49.9011	0	0	0	99.919	0.941084	131	30	34.307	0.716358	0	1.47419
5	1	1	0	94.6347	35.3807	-27.5448	0.190949	50.9086	0	0	0	94.6347	0.950011	129	30	34.0198	2.50477	0	1.56386
6	1	1	0	102.884	37.8243	36.1758	-0.344722	44.4429	0	0	0	102.884	0.903681	137	30	41.3589	0.496295	0	1.58033
7	1	1	0	92.6895	35.4412	-36.7274	-3.85128	46.2376	0	0	0	92.6895	0.927305	135	30	39.9597	2.72451	0	1.67528
8	1	1	0	59.6504	27.7019	44.6452	-4.06448	40.0978	0	0	0	59.6504	0.976796	129	22	47.5989	0.342241	0	1.66158
9	1	1	0	81.1265	32.4066	-45.448	-8.22901	41.388	0	0	0	81.1265	0.970746	139	30	46.7704	2.88633	0	1.74992
10	2	0	0	61.0624	27.9837	-0.103754	-5.87949	69.8596	0	0	0	61.0624	0.97988	132	22	14.1594	1.56448	0	0
11	2	0	0	77.8315	31.8962	9.22577	-5.41924	65.6721	0	0	0	77.8315	0.961364	142	30	17.3909	0.998454	0	0
12	2	0	0	74.2577	31.9034	-10.1461	-6.73512	66.8998	0	0	0	74.2577	0.916805	139	30	16.6146	2.21311	0	0
13	2	0	0	77.3713	31.8513	19.6938	-5.28282	57.9727	0	0	0	77.3713	0.958374	141	30	24.7634	0.638351	0	0
14	2	0	0	60.6858	28.0236	-20.8374	-7.57483	59.4737	0	0	0	60.6858	0.971069	110	22	24.1149	2.59843	0	0
15	2	0	0	78.8447	32.487	30.4689	-7.73476	50.3866	0	0	0	78.8447	0.938776	144	30	33.0386	0.381603	0	0
16	2	0	0	58.3602	27.7635	-30.2303	-9.87752	52.4733	0	0	0	58.3602	0.951435	101	22	31.7092	2.81539	0	0
17	2	1	0	60.4175	28.0932	40.3096	-10.5724	43.921	0	0	0	60.4175	0.961986	137	22	41.5942	0.229596	0	0
18	2	1	0	76.5646	31.851	-39.489	-14.2886	46.0771	0	0	0	76.5646	0.948403	142	30	39.7142	2.9963	0	0
19	3	0	0	61.3321	28.0139	4.88751	-14.1868	76.052	86.0064	0	0	61.3321	0.982092	109	22	7.74968	0.855817	0	0
20	3	0	0	60.1119	27.7333	-2.98558	-14.3254	78.9797	87.0379	0	0	60.1119	0.982125	107	22	6.35912	2.02541	0	0
21	3	0	0	69.0061	29.8142	14.4966	-13.7083	65.7273	77.6497	0	0	69.0061	0.975553	133	22	15.9957	0.406887	0	0
22	3	0	0	72.4099	31.3431	-13.4997	-14.5053	68.772	80.5983	0	0	72.4099	0.926241	137	30	14.4112	2.74751	0	0
23	3	0	0	81.778	33.0545	24.076	-15.0239	56.9352	68.9228	0	0	81.778	0.940558	132	30	24.7818	0.203762	0	0
24	3	0	0	69.6563	30.2522	-24.0485	-15.6833	58.6682	71.2686	0	0	69.6563	0.956439	141	30	24.2496	2.96101	0	0
25	3	1	0	78.2738	31.8592	34.3301	-17.1295	48.8562	60.2813	0	0	78.2738	0.969071	148	30	34.6456	0.0840678	0	0
26	3	1	0	55.2099	26.9082	-32.8185	-18.784	51.2797	63.6899	0	0	55.2099	0.9582	142	22	32.6494	3.10316	0	0
27	4	0	0	63.3196	28.6615	0.648626	-22.8581	78.4258	99.9939	0	0	63.3196	0.968616	103	27	2.9425	-1.28065	0	0
28	4	0	0	81.5172	33.1584	9.51017	-22.8781	70.4919	90.0879	0	0	81.5172	0.93169	159	30	10.1103	-0.284677	0	0
29	4	0	0	73.2717	30.9372	-8.67772	-22.3525	73.1288	93.3875	0	0	73.2717	0.962019	120	30	8.79438	-2.87536	0	0
30	4	0	0	83.5808	33.3072	19.1377	-23.3847	60.9009	78.0787	0	0	83.5808	0.94676	157	30	19.6184	-0.171398	0	0
31	4	0	0	67.048	29.4991	-18.263	-22.8204	63.7929	81.5652	0	0	67.048	0.968231	137	22	18.2827	-2.98884	0	0
32	4	1	0	81.2285	32.4404	29.1716	-25.0217	52.2645	67.2663	0	0	81.2285	0.969945	149	30	29.7846	-0.168095	0	0
33	4	1	0	56.5759	27.1763	-27.3165	-24.2897	55.2299	70.8474	0	0	56.5759	0.962635	138	22	27.4544	-2.98613	0	0
34	5	0	0	59.8296	27.6911	4.15223	-31.1012	68.5782	100.436	0	0	59.8296	0.980493	119	22	11.8854	-1.19651	0	0
35	5	0	0	63.331	28.5149	-4.99808	-30.8128	68.2913	101.693	0	0	63.331	0.978771	132	22	11.797	-1.99029	0	0
36	5	0	0	58.8649	27.6178	13.7094	-31.8755	61.9272	86.3409	0	0	58.8649	0.969816	98	22	18.259	-0.705316	0	0
37	5	0	0	72.6787	31.3796	-14.1492	-31.4155	62.7105	88.0159	0	0	72.6787	0.927518	142	30	18.0057	-2.45765	0	0
38	5	1	0	77.5664	31.6611	22.8576	-32.6916	54.7909	74.5811	0	0	77.5664	0.972371	142	30	26.2952	-0.50201	0	0
39	5	1	0	83.0788	32.7797	-23.1535	-32.2313	56.0903	76.1843	0	0	83.0788	0.971604	157	30	25.9969	-2.65343	0	0
40	6	0	0	72.4854	31.2362	-1.52871	-39.6517	60.5977	92.1197	0	0	72.4854	0.933566	119	30	19.6585	-1.63878	0	0
41	6	0	0	74.49	31.4829	7.53853	-39.9717	58.8072	87.5446	0	0	74.49	0.944407	113	30	21.38	-1.20078	0	0
42	6	0	0	73.8035	31.5828	-10.2189	-40.2472	57.8468	85.9619	0	0	73.8035	0.929792	125	30	22.5588	-2.03133	0	0
43	6	1	0	84.5929	33.2042	17.2333	-40.712	53.7978	77.2624	0	0	84.5929	0.964177	159	30	27.0384	-0.870413	0	0
44	6	1	0	55.6678	26.8105	-19.274	-40.3542	53.8312	77.0169	0	0	55.6678	0.973207	132	22	27.8711	-2.32486	0	0
45	7	0	1	97.2841	37.3626	-0.52856	-49.8331	51.5351	77.8277	0	0	97.2841	0.875747	154	30	29.7964	-1.58205	0	0
46	7	0	1	90.8412	35.9769	8.60013	-49.7057	50.5523	75.5068	0	0	90.8412	0.881951	141	30	30.9428	-1.28265	0	0
47	7	0	1	69.6967	31.9493	-9.03416	-49.5363	51.0008	76.3691	0	0	69.6967	0.858026	140	22	30.7941	-1.86199	0	0
48	7	1	1	57.649	28.1543	16.9168	-49.0866	48.4018	70.7068	0	0	57.649	0.913927	141	22	33.7125	-1.03849	0	0
49	7	1	1	79.1057	32.4681	-17.5888	-48.6457	49.0527	71.8268	0	0	79.1057	0.942986	143	30	33.481	-2.11714	0	0
