# CellID	Layer	Boundary	Stem	Area	Perimeter	CenterX	CenterY	WUS	CK	Neighbors	IsDividing	Volume	Circularity	WallNodeCount	CytNodeCount	CenterDist	CenterAngle	IsLP	ThetaLocal
# Units	-	-	-	-	um^2	um	um	um	-	-	count	-	um^3	-	count	count	um	rad	-	rad
0	1	1	0	101.592	37.5206	5.34649	-1.12881	61.7999	0	0	0	101.592	0.906838	157	30	21.0873	1.24814	0	1.77889
1	1	1	0	74.1906	31.1867	-3.97316	0.158956	61.2103	0	0	0	74.1906	0.958561	135	22	21.4491	1.69387	0	1.53081
2	1	1	0	94.2056	35.6022	14.9909	-2.3171	58.4997	0	0	0	94.2056	0.933968	146	30	24.9108	0.855847	0	1.72415
3	1	1	0	92.6504	35.1971	-14.0952	1.69887	56.0174	0	0	0	92.6504	0.939818	135	30	26.1487	2.08036	0	1.45085
4	1	1	0	96.1954	35.8681	25.0257	-3.29914	52.5626	0	0	0	96.1954	0.939611	149	30	31.828	0.594579	0	1.70187
5	1	1	0	76.7692	31.8382	-24.3629	1.7409	50.5383	0	0	0	76.7692	0.951698	114	22	32.4505	2.35955	0	1.49946
6	1	1	0	70.9335	30.6375	34.2443	-5.60116	47.276	0	0	0	70.9335	0.94963	121	22	38.8243	0.411433	0	1.73293
7	1	1	0	71.4776	30.7437	-35.6796	0.495918	44.4082	0	0	0	71.4776	0.950312	97	22	40.5807	2.57962	0	1.5569
8	1	1	0	84.9232	33.1368	43.0262	-9.05852	42.1396	0	0	0	84.9232	0.971884	149	30	45.9787	0.265612	0	1.7783
9	1	1	0	77.7726	31.9625	-44.0045	-1.71896	40.3853	0	0	0	77.7726	0.956655	134	30	46.8718	2.71465	0	1.60984
10	2	0	0	65.1388	29.2901	-0.906556	-8.92728	70.9096	0	0	0	65.1388	0.954129	136	30	12.2083	1.53528	0	0
11	2	0	0	67.9265	30.0753	9.20071	-10.7663	68.1528	0	0	0	67.9265	0.943691	147	30	14.7807	0.776828	0	0
12	2	0	0	71.0241	30.9833	-10.7749	-6.56462	64.4382	0	0	0	71.0241	0.929736	136	30	17.3524	2.14566	0	0
13	2	0	0	70.7123	30.5248	19.6698	-11.6699	60.03	0	0	0	70.7123	0.953671	134	30	23.0406	0.422997	0	0
14	2	0	0	60.2246	27.8734	-21.1749	-6.11348	56.7484	0	0	0	60.2246	0.974101	106	22	24.8768	2.49364	0	0
15	2	0	0	63.7825	28.6174	29.0269	-12.9593	52.7776	0	0	0	63.7825	0.9787	143	22	31.4464	0.262776	0	0
16	2	0	0	72.8391	30.6957	-30.4182	-6.93386	50.5585	0	0	0	72.8391	0.971448	142	22	32.3575	2.68748	0	0
17	2	1	0	59.1361	27.8145	37.541	-15.195	46.7466	0	0	0	59.1361	0.96055	135	22	39.3311	0.151422	0	0
18	2	1	0	78.4744	32.3547	-40.3904	-9.08753	44.3305	0	0	0	78.4744	0.942026	146	30	40.8645	2.84251	0	0
19	3	0	0	59.8021	28.7411	3.44447	-17.0366	77.373	87.4946	0	0	59.8021	0.909742	137	27	6.29524	0.707452	0	0
20	3	0	0	49.1013	25.1899	-6.41276	-14.8445	74.5211	83.9385	0	0	49.1013	0.972411	105	19	8.07546	2.24999	0	0
21	3	0	0	68.8459	30.1802	13.6068	-18.9246	67.2155	80.7167	0	0	68.8459	0.949827	133	28	15.1084	0.146353	0	0
22	3	0	0	67.991	29.6876	-15.4674	-14.1521	65.3092	76.241	0	0	67.991	0.969416	103	30	15.7558	2.68293	0	0
23	3	0	0	69.3166	30.0971	22.3826	-19.9768	59.6484	73.0539	0	0	69.3166	0.96161	124	29	23.7505	0.0484832	0	0
24	3	0	0	74.6784	31.5657	-25.349	-14.7203	56.716	67.9057	0	0	74.6784	0.941832	149	30	24.8493	2.88079	0	0
25	3	1	0	58.4047	27.388	31.5303	-21.4448	51.709	64.0655	0	0	58.4047	0.978443	140	22	32.8718	-0.00964129	0	0
26	3	1	0	79.7589	32.1784	-35.1008	-16.3269	49.1273	59.8766	0	0	79.7589	0.967968	157	30	34.1004	3.00033	0	0
27	4	0	0	58.5481	27.938	-1.7372	-23.5838	80.4316	97.4047	0	0	58.5481	0.94261	127	24	2.48777	-1.73113	0	0
28	4	0	0	60.5696	27.913	6.74887	-25.0273	73.7498	93.8616	0	0	60.5696	0.976907	124	21	8.97973	-0.449194	0	0
29	4	0	0	74.7214	31.5253	-11.2063	-22.4535	70.6624	87.5868	0	0	74.7214	0.944794	129	30	9.9549	-3.00803	0	0
30	4	0	0	58.8748	27.9832	16.595	-27.3045	63.7482	82.9239	0	0	58.8748	0.944808	118	22	18.9688	-0.331666	0	0
31	4	0	0	77.305	31.7063	-20.3968	-22.9081	61.6491	77.3461	0	0	77.305	0.96633	122	30	19.1397	-3.04845	0	0
