# CellID	Layer	Boundary	Stem	Area	Perimeter	CenterX	CenterY	WUS	CK	Neighbors	IsDividing	Volume	Circularity	WallNodeCount	CytNodeCount	CenterDist	CenterAngle	IsLP	ThetaLocal
# Units	-	-	-	-	um^2	um	um	um	-	-	count	-	um^3	-	count	count	um	rad	-	rad
0	1	1	0	80.3804	32.3257	3.36065	2.90052	61.0607	0	0	0	80.3804	0.966637	141	22	23.7221	1.35238	0	0.858763
1	1	1	0	97.0462	36.1455	-7.47253	3.51771	60.4503	0	0	0	97.0462	0.933423	123	30	24.4477	1.80581	0	1.13083
2	1	1	0	94.2797	35.3866	14.397	1.80569	57.6122	0	0	0	94.2797	0.94613	136	30	27.3585	0.938149	0	1.44603
3	1	1	0	94.7539	35.2758	-18.0695	2.25768	56.7593	0	0	0	94.7539	0.95687	124	30	27.7905	2.19711	0	1.4465
4	1	1	0	103.043	37.0318	25.461	0.0405149	51.7247	0	0	0	103.043	0.944227	147	30	33.9718	0.640393	0	1.56921
5	1	1	0	71.45	30.5167	-28.5744	-0.466113	51.1514	0	0	0	71.45	0.964132	125	22	33.3118	2.5054	0	1.58711
6	1	1	0	98.3176	36.5647	36.0125	-2.44621	45.362	0	0	0	98.3176	0.924094	136	30	41.7793	0.440432	0	1.63862
7	1	1	0	95.3023	36.1904	-37.4463	-2.8232	45.951	0	0	0	95.3023	0.914379	149	30	39.6999	2.68692	0	1.64605
8	1	1	0	84.9343	33.2041	45.677	-6.14734	40.0218	0	0	0	84.9343	0.968075	147	30	49.51	0.289012	0	1.70458
9	1	1	0	60.9355	28.1695	-46.0457	-6.3467	41.3129	0	0	0	60.9355	0.964987	133	22	46.4006	2.8371	0	1.70777
10	2	0	0	66.9082	29.3313	-1.5211	-4.96449	69.883	0	0	0	66.9082	0.977294	129	22	15.2957	1.55389	0	0
11	2	0	0	66.2819	29.1576	7.66883	-5.66633	67.4985	0	0	0	66.2819	0.97972	142	22	17.3836	0.996163	0	0
12	2	0	0	79.5656	32.5879	-12.1414	-5.35778	65.9723	0	0	0	79.5656	0.941503	143	30	18.1489	2.17844	0	0
13	2	0	0	76.6865	32.2536	18.1344	-6.99207	60.1863	0	0	0	76.6865	0.926345	139	30	23.9281	0.58765	0	0
14	2	0	0	65.3739	28.9514	-22.1678	-7.16935	59.1578	0	0	0	65.3739	0.98011	115	22	24.2279	2.57088	0	0
15	2	0	0	78.4858	32.6261	29.8454	-9.67762	51.4276	0	0	0	78.4858	0.926551	142	30	33.3479	0.322851	0	0
16	2	0	0	61.2004	28.3253	-31.3575	-9.92717	52.4018	0	0	0	61.2004	0.958549	101	22	31.3301	2.80556	0	0
17	2	1	0	81.7789	32.7812	40.2711	-13.0321	44.3053	0	0	0	81.7789	0.956314	151	30	42.6671	0.170174	0	0
18	2	1	0	79.6455	32.3	-41.0611	-12.8918	45.5395	0	0	0	79.6455	0.959325	149	30	39.9662	2.95622	0	0
19	3	0	0	75.5202	31.6989	1.87811	-13.7262	78.658	87.2987	0	0	75.5202	0.944461	141	29	7.48614	1.06031	0	0
20	3	0	0	71.2105	30.6933	-7.74857	-13.8737	75.3294	85.8778	0	0	71.2105	0.949877	128	28	8.73999	2.32259	0	0
21	3	0	0	71.8094	30.4835	12.2461	-14.2102	68.382	81.1043	0	0	71.8094	0.971093	130	29	15.274	0.407106	0	0
22	3	0	0	54.155	26.4934	-16.3426	-14.0918	66.5662	79.1125	0	0	54.155	0.969559	91	21	15.8146	2.74106	0	0
23	3	0	0	76.5465	32.382	22.9408	-15.8147	58.0148	71.1816	0	0	76.5465	0.917336	147	30	25.1166	0.177843	0	0
24	3	0	0	78.1603	32.1255	-25.5817	-16.4317	58.2475	71.475	0	0	78.1603	0.951693	141	30	24.1076	2.9822	0	0
25	3	1	0	81.0816	32.4619	33.1165	-19.3333	49.5596	61.9634	0	0	81.0816	0.966906	156	30	34.9084	0.0264904	0	0
26	3	1	0	58.1039	27.5314	-35.2827	-18.8962	50.009	62.3948	0	0	58.1039	0.963291	144	22	33.5307	3.10097	0	0
27	4	0	0	51.6849	25.8196	-2.88637	-21.7223	78.6377	99.5905	0	0	51.6849	0.974258	97	19	1.83551	-2.21801	0	0
28	4	0	0	75.6539	31.676	6.81754	-22.2441	73.9279	94.8586	0	0	75.6539	0.947503	130	29	8.82359	-0.227036	0	0
29	4	0	0	76.3872	31.5185	-12.5088	-22.5152	69.533	89.7381	0	0	76.3872	0.966273	120	30	10.9641	-2.93423	0	0
30	4	0	0	77.1025	31.8764	16.7377	-23.3855	63.61	82.2491	0	0	77.1025	0.953545	143	30	18.7796	-0.16732	0	0
31	4	0	0	63.361	28.8638	-20.8644	-23.7376	61.3527	79.5802	0	0	63.361	0.955709	106	22	19.3994	-2.96125	0	0
32	4	1	0	82.5796	32.8276	26.2165	-25.5338	54.1387	70.3703	0	0	82.5796	0.96295	157	30	28.4889	-0.186265	0	0
33	4	1	0	76.0951	31.4436	-29.9304	-25.8152	53.2383	69.0853	0	0	76.0951	0.967169	147	30	28.6941	-2.94669	0	0
34	5	0	0	73.9119	31.0002	1.47848	-30.0339	68.8547	103.798	0	0	73.9119	0.966489	117	30	10.3045	-1.24909	0	0
35	5	0	0	75.165	31.2363	-7.9823	-30.7583	67.112	97.8428	0	0	75.165	0.968071	109	30	12.1955	-2.10436	0	0
36	5	0	0	72.9658	30.756	11.2761	-31.3206	63.6518	89.8947	0	0	72.9658	0.969323	104	30	17.1124	-0.70295	0	0
37	5	0	0	77.8614	31.8043	-16.039	-32.4132	61.0131	85.5955	0	0	77.8614	0.967295	111	30	18.7371	-2.43569	0	0
38	5	1	0	75.4494	31.2435	20.1123	-32.8908	56.3313	77.1576	0	0	75.4494	0.971287	141	30	25.2753	-0.523378	0	0
39	5	1	0	72.8479	30.9477	-25.1949	-33.2392	53.935	73.5663	0	0	72.8479	0.955805	134	30	26.7729	-2.63538	0	0
40	6	0	0	69.975	30.5253	-2.92792	-39.6338	59.4076	89.86	0	0	69.975	0.943696	102	30	19.4098	-1.62999	0	0
41	6	0	0	71.6175	30.8962	5.60353	-39.4256	58.8791	87.9805	0	0	71.6175	0.9428	131	30	20.5404	-1.20312	0	0
42	6	0	0	68.6129	29.9416	-11.6864	-40.7943	56.9428	84.0873	0	0	68.6129	0.96176	102	30	22.801	-2.02027	0	0
43	6	1	0	73.5005	31.1803	14.9565	-40.4256	54.8686	79.0398	0	0	73.5005	0.950034	143	30	26.2075	-0.878116	0	0
44	6	1	0	71.9536	30.5485	-21.0946	-41.2339	52.545	74.9715	0	0	71.9536	0.968908	137	30	28.5142	-2.31499	0	0
45	7	0	1	93.8859	36.3557	0.267364	-49.6666	51.1819	77.0118	0	0	93.8859	0.892619	155	30	29.4798	-1.5013	0	0
46	7	0	1	69.7668	31.9003	8.56012	-48.9769	50.5878	75.3142	0	0	69.7668	0.861526	140	22	30.5235	-1.22521	0	0
47	7	0	1	89.0539	35.2872	-8.53191	-49.8288	50.4527	75.419	0	0	89.0539	0.898726	143	30	30.332	-1.79529	0	0
48	7	1	1	56.742	27.7586	16.2283	-48.0957	48.8607	71.2826	0	0	56.742	0.925381	141	22	33.1545	-0.996611	0	0
49	7	1	1	81.2485	32.9909	-17.785	-49.4435	48.2265	70.5641	0	0	81.2485	0.938072	151	30	33.2862	-2.07241	0	0
