# CellID	Layer	Boundary	Stem	Area	Perimeter	CenterX	CenterY	WUS	CK	Neighbors	IsDividing	Volume	Circularity	WallNodeCount	CytNodeCount	CenterDist	CenterAngle	IsLP	ThetaLocal
# Units	-	-	-	-	um^2	um	um	um	-	-	count	-	um^3	-	count	count	um	rad	-	rad
0	1	1	0	83.0942	33.0525	1.71137	1.48038	60.4869	0	0	0	83.0942	0.955809	141	22	24.6802	1.36005	0	0.857684
1	1	1	0	101.234	37.0635	-10.0011	2.41022	58.9631	0	0	0	101.234	0.926069	123	30	25.9057	1.8264	0	1.33432
2	1	1	0	105.154	38.0122	14.0913	-0.773348	56.8696	0	0	0	105.154	0.914512	137	30	28.0446	0.894989	0	1.62563
3	1	1	0	97.9222	35.9248	-21.8014	0.799409	54.7739	0	0	0	97.9222	0.95346	124	30	29.7788	2.23472	0	1.53415
4	1	1	0	104.543	37.3366	26.4603	-4.71121	50.4429	0	0	0	104.543	0.9424	149	30	34.8804	0.54031	0	1.747
5	1	1	0	73.4665	30.9452	-32.6108	-3.17016	49.6744	0	0	0	73.4665	0.964078	128	22	35.0697	2.55255	0	1.66771
6	1	1	0	102.723	37.3699	37.4653	-9.01023	43.8396	0	0	0	102.723	0.924348	138	30	43.1314	0.321853	0	1.80681
7	1	1	0	96.4222	36.2521	-41.4305	-7.41491	44.6863	0	0	0	96.4222	0.92198	149	30	40.9223	2.76002	0	1.7479
8	1	1	0	85.3935	33.3301	46.9538	-14.1701	38.3498	0	0	0	85.3935	0.965965	147	30	51.1141	0.166747	0	1.86389
9	1	1	0	58.1564	27.5326	-49.6242	-11.6905	39.9791	0	0	0	58.1564	0.964079	126	22	47.4566	2.90847	0	1.80216
10	2	0	0	67.8829	29.5954	-3.44275	-5.6729	68.1726	0	0	0	67.8829	0.973916	129	22	16.9809	1.57029	0	0
11	2	0	0	70.9614	30.2479	6.67754	-6.97575	66.0818	0	0	0	70.9614	0.974631	142	22	18.6653	0.997199	0	0
12	2	0	0	79.4178	33.0027	-14.9832	-5.79747	63.4828	0	0	0	79.4178	0.916279	143	30	20.4235	2.17079	0	0
13	2	0	0	77.6364	33.2433	18.3514	-9.65201	58.7167	0	0	0	77.6364	0.882807	139	30	25.3851	0.537722	0	0
14	2	0	0	63.341	28.5811	-25.6203	-8.4661	56.9853	0	0	0	63.341	0.974398	115	22	26.3202	2.57229	0	0
15	2	0	0	80.171	33.1053	29.9648	-14.7021	49.9295	0	0	0	80.171	0.919248	142	30	34.3492	0.233614	0	0
16	2	0	0	61.5151	28.6566	-34.7078	-13.0938	50.5406	0	0	0	61.5151	0.94133	101	22	32.6858	2.84477	0	0
17	2	1	0	84.7306	33.3185	40.2923	-19.8944	42.6651	0	0	0	84.7306	0.959131	151	30	43.8306	0.0629975	0	0
18	2	1	0	80.7685	32.6539	-44.2865	-17.7856	43.8546	0	0	0	80.7685	0.951882	149	30	41.1243	3.02294	0	0
19	3	0	0	75.297	31.4504	0.376369	-14.2302	76.8394	84.4096	0	0	75.297	0.956608	142	30	9.2525	1.14429	0	0
20	3	0	0	78.3648	31.9625	-10.0671	-13.6901	73.1506	82.128	0	0	78.3648	0.963941	129	30	11.1407	2.20662	0	0
21	3	0	0	76.9757	31.9467	11.4574	-15.6471	67.3555	79.1548	0	0	76.9757	0.947789	131	30	16.4732	0.439339	0	0
22	3	0	0	57.0917	27.3586	-19.6005	-14.5421	64.4559	76.0334	0	0	57.0917	0.958506	91	22	18.0719	2.67611	0	0
23	3	0	0	76.3328	32.0032	21.714	-19.3833	57.3477	70.7984	0	0	76.3328	0.936558	149	30	25.377	0.129234	0	0
24	3	0	0	79.9132	32.6744	-28.3499	-18.523	56.4641	69.4922	0	0	79.9132	0.940617	141	30	25.2389	2.97719	0	0
25	3	1	0	83.0722	33.0237	31.5597	-24.4124	48.5694	61.5528	0	0	83.0722	0.957226	158	30	35.0552	-0.0501878	0	0
26	3	1	0	58.9978	27.9178	-37.5716	-22.6531	48.5522	61.0848	0	0	58.9978	0.951224	144	22	34.1203	3.14157	0	0
27	4	0	0	60.3936	27.8437	-5.02936	-22.0388	80.2258	96.116	0	0	60.3936	0.978916	98	22	1.69362	2.76998	0	0
28	4	0	0	81.543	32.6345	4.73743	-23.2476	74.2357	93.3173	0	0	81.543	0.96215	130	30	8.21028	-0.0723905	0	0
29	4	0	0	82.8506	32.7442	-14.8999	-22.742	69.6776	87.8175	0	0	82.8506	0.971041	120	30	11.4488	-3.13389	0	0
30	4	0	0	74.6016	31.3404	14.4961	-25.3631	63.8359	82.4565	0	0	74.6016	0.954441	145	30	18.1508	-0.149826	0	0
31	4	0	0	64.7471	29.3691	-23.0644	-25.3023	60.9193	78.5801	0	0	64.7471	0.943297	106	22	19.7911	-3.00737	0	0
32	4	1	0	77.1344	32.058	23.8324	-29.2073	54.1722	70.959	0	0	77.1344	0.943158	161	30	28.0598	-0.235734	0	0
33	4	1	0	73.8518	31.1127	-31.8999	-28.7173	52.3028	68.164	0	0	73.8518	0.958726	147	30	29.0876	-2.9316	0	0
34	5	0	0	76.7532	31.5818	-0.812195	-31.3582	69.6356	105.423	0	0	76.7532	0.967011	117	30	9.09574	-1.27641	0	0
