# CellID	Layer	Boundary	Stem	Area	Perimeter	CenterX	CenterY	WUS	CK	Neighbors	IsDividing	Volume	Circularity	WallNodeCount	CytNodeCount	CenterDist	CenterAngle	IsLP	ThetaLocal
# Units	-	-	-	-	um^2	um	um	um	-	-	count	-	um^3	-	count	count	um	rad	-	rad
0	1	1	0	82.8109	32.9879	2.03791	1.539	60.3341	0	0	0	82.8109	0.95629	141	22	24.6706	1.3514	0	0.924026
1	1	1	0	101.98	37.2276	-9.70931	2.59946	58.6675	0	0	0	101.98	0.924688	123	30	25.9362	1.81926	0	1.3092
2	1	1	0	106.1	38.1969	14.4079	-0.689604	56.6695	0	0	0	106.1	0.913833	137	30	28.1448	0.888878	0	1.61863
3	1	1	0	100.059	36.403	-21.6499	0.863506	54.5514	0	0	0	100.059	0.948837	124	30	29.7205	2.23491	0	1.53094
4	1	1	0	105.198	37.3126	26.6628	-4.48323	50.3583	0	0	0	105.198	0.949527	149	30	35.01	0.541903	0	1.73739
5	1	1	0	74.4321	31.1335	-32.5462	-3.28207	49.3848	0	0	0	74.4321	0.964972	128	22	34.9912	2.55878	0	1.6713
6	1	1	0	102.987	37.4337	37.72	-8.648	43.7508	0	0	0	102.987	0.923563	138	30	43.3383	0.326314	0	1.79617
7	1	1	0	96.9519	36.3432	-41.5048	-7.38547	44.343	0	0	0	96.9519	0.922402	149	30	41.0717	2.76368	0	1.7469
8	1	1	0	85.2423	33.3125	47.2929	-13.7607	38.4095	0	0	0	85.2423	0.965276	147	30	51.3799	0.171719	0	1.85395
9	1	1	0	57.9736	27.4769	-49.7481	-11.6667	39.8986	0	0	0	57.9736	0.964953	126	22	47.6734	2.91148	0	1.80115
10	2	0	0	67.9706	29.6123	-3.30388	-5.5447	68.1261	0	0	0	67.9706	0.974063	129	22	16.9956	1.56918	0	0
11	2	0	0	69.733	30.0282	6.87366	-6.8096	66.2217	0	0	0	69.733	0.97183	142	22	18.7509	0.995313	0	0
12	2	0	0	80.8518	33.3337	-14.8987	-5.67127	63.3082	0	0	0	80.8518	0.914391	143	30	20.454	2.17188	0	0
13	2	0	0	80.0185	33.4571	18.4711	-9.73404	58.9243	0	0	0	80.0185	0.898307	139	30	25.2853	0.531086	0	0
14	2	0	0	66.8169	29.3983	-25.5591	-8.83268	56.9286	0	0	0	66.8169	0.971523	115	22	26.1146	2.58899	0	0
15	2	0	0	78.5907	33.1473	30.468	-14.4134	50.023	0	0	0	78.5907	0.898845	142	30	34.7626	0.235965	0	0
16	2	0	0	60.6493	28.4631	-34.8796	-13.1517	50.5535	0	0	0	60.6493	0.940742	101	22	32.9157	2.85234	0	0
17	2	1	0	83.6406	33.1569	40.8143	-19.543	42.6514	0	0	0	83.6406	0.956048	151	30	44.2473	0.0677908	0	0
18	2	1	0	79.8431	32.4846	-44.4462	-17.7201	43.938	0	0	0	79.8431	0.950803	149	30	41.3965	3.02489	0	0
19	3	0	0	73.8959	31.1906	0.41826	-13.9964	77.2114	84.6471	0	0	73.8959	0.954513	142	30	9.33046	1.15724	0	0
20	3	0	0	77.9638	31.8656	-9.99715	-13.5764	72.9696	81.7102	0	0	77.9638	0.964846	129	30	11.1707	2.21021	0	0
21	3	0	0	74.2397	31.2342	11.2697	-15.4166	67.5881	79.3725	0	0	74.2397	0.956279	130	30	16.2461	0.453911	0	0
22	3	0	0	56.4087	27.2203	-19.3717	-14.6652	64.4418	75.7943	0	0	56.4087	0.956687	91	22	17.8693	2.68521	0	0
23	3	0	0	80.2668	32.8536	22.0135	-19.2085	57.4888	70.7592	0	0	80.2668	0.934499	149	30	25.5629	0.130708	0	0
24	3	0	0	78.9444	32.3554	-28.3998	-18.6073	56.614	69.468	0	0	78.9444	0.947627	141	30	25.3752	2.98597	0	0
25	3	1	0	81.3362	32.5364	32.2634	-23.9379	48.6795	61.5357	0	0	81.3362	0.965505	157	30	35.6222	-0.0392448	0	0
26	3	1	0	56.9045	27.3681	-37.8611	-22.4446	48.6633	61.0901	0	0	56.9045	0.954702	143	22	34.5299	3.13882	0	0
27	4	0	0	61.55	28.0834	-4.80423	-21.8981	79.848	96.0359	0	0	61.55	0.980703	98	22	1.6068	2.73049	0	0
28	4	0	0	80.8798	32.4836	4.68373	-23.0582	74.4062	93.5341	0	0	80.8798	0.963213	130	30	8.03176	-0.0645329	0	0
29	4	0	0	81.8328	32.4553	-14.516	-22.8146	69.3889	87.2262	0	0	81.8328	0.976261	120	30	11.1881	-3.11707	0	0
30	4	0	0	77.3106	31.7757	14.233	-25.0598	63.8242	82.4375	0	0	77.3106	0.962183	145	30	17.7441	-0.142473	0	0
31	4	0	0	67.2937	29.7541	-22.7148	-25.204	60.7246	78.1894	0	0	67.2937	0.95519	106	22	19.5657	-3.00502	0	0
32	4	1	0	81.06	32.7561	24.0462	-28.6116	54.1598	70.9814	0	0	81.06	0.949365	161	30	28.0426	-0.218231	0	0
33	4	1	0	75.5501	31.468	-31.8974	-28.3298	52.2375	67.9165	0	0	75.5501	0.958752	147	30	29.1468	-2.94163	0	0
34	5	0	0	75.7577	31.5337	-0.652577	-31.4602	69.6672	105.72	0	0	75.7577	0.957382	117	30	9.31349	-1.27906	0	0
35	5	0	0	78.2275	32.0045	-9.61227	-31.5391	67.8132	97.6747	0	0	78.2275	0.959729	109	30	10.9741	-2.18016	0	0
36	5	0	0	73.174	30.9133	9.07376	-32.9849	63.6249	90.2677	0	0	73.174	0.962223	105	30	16.2166	-0.699812	0	0
37	5	0	0	80.2156	32.2956	-17.5221	-33.5957	61.233	85.436	0	0	80.2156	0.966455	112	30	17.989	-2.47975	0	0
38	5	1	0	71.7631	30.8577	18.2248	-34.855	56.3557	77.7838	0	0	71.7631	0.947077	143	30	24.8258	-0.519041	0	0
39	5	1	0	73.7702	31.2634	-26.6295	-35.165	53.6083	73.2241	0	0	73.7702	0.948457	134	30	26.4988	-2.64501	0	0
40	6	0	0	71.7466	30.7005	-4.75231	-41.3	59.8558	91.3209	0	0	71.7466	0.956581	102	30	18.8135	-1.6464	0	0
41	6	0	0	75.1963	31.4409	4.11806	-41.2782	58.9581	88.8464	0	0	75.1963	0.95591	131	30	20.1644	-1.1924	0	0
42	6	0	0	71.2817	30.632	-13.2667	-42.2965	56.89	84.3837	0	0	71.2817	0.954638	102	30	22.1138	-2.03676	0	0
43	6	1	0	72.6774	31.0095	13.7477	-42.0144	54.3466	78.7722	0	0	72.6774	0.949774	144	30	25.9024	-0.85083	0	0
